# multimodal LLM TEST · model=sonnet(vision) · display-image only · 920 posts · 917 with image
Post_ID;Post_Format;image_ok;MANUAL_Empathy;MANUAL_Threat;MANUAL_Efficacy;MANUAL_Collective_ID;MANUAL_Normative;MANUAL_Moral;MANUAL_Economic;MANUAL_Scientific;MANUAL_Youth_Addressed;MANUAL_Interactivity;MANUAL_Emotional_Valence;MANUAL_Story_Structure;MANUAL_Primary_CTA;MANUAL_Primary_Topic;MANUAL_Language;MANUAL_Youth_Style;MANUAL_Protagonist;MANUAL_Onscreen_Text;MANUAL_Data_Visual
DW3KFFOCN4A;Image;yes;0;0;1;0;0;0;1;1;0;0;Neutral;Problem-Solution;None;Policy;English;0;0;1;0
DUPqMmljuGv;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Ecotourism;English;0;1;0;0
DW3WDZWiA6v;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Event;Policy;English;0;0;0;0
DW3Jis6CDlb;Image;yes;0;0;1;0;0;0;1;1;0;0;Neutral;Solution;None;Climate;English;0;0;1;0
DW3WLwbiIzy;Image;yes;0;0;0;0;0;1;0;0;0;0;Hope;None;None;Policy;English;0;1;0;0
DW4f5mjjpGm;Video;yes;0;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Policy;English;0;0;0;0
DW3JUnYiHWQ;Image;yes;0;0;1;0;0;0;1;0;0;0;Neutral;Solution;None;Policy;English;0;0;1;0
DWoNu2YiMLw;Video;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Policy;English;0;1;0;0
DWhVFUtDubq;Image;yes;0;1;0;0;0;1;1;0;0;0;Mixed;Problem-Solution;None;Policy;English;0;1;1;0
DUYx4VLDCYU;Carousel;yes;1;0;1;1;0;1;0;0;0;0;Hope;Problem-Solution;None;Fundraising;English;0;1;0;0
DUdtwy-jdBl;Carousel;yes;1;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DUr-88XjjJb;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DWI6-PhCgDu;Image;yes;0;0;1;1;0;0;1;1;0;0;Hope;Problem-Solution;None;Community;English;0;0;1;0
DWlUKAsCBNC;Video;yes;0;0;1;0;0;1;0;0;0;0;Hope;Solution;None;Policy;English;0;1;0;0
DWhU7LCjva2;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;1;0
DUZ9b7jDh1Z;Carousel;yes;0;0;1;0;0;1;0;0;0;0;Hope;Solution;Donate;Community;English;0;0;0;0
DXvye8QFSV3;Image;yes;0;0;1;0;0;0;0;0;0;1;Hope;Problem-Solution;Share;Wildlife;English;0;1;0;0
DUvvTWQjyn4;Carousel;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DUuxi5_DvLg;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DXwUHbmk-oD;Video;yes;0;1;0;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;;;;
DXWCXRoCX7X;Image;yes;1;0;1;1;0;1;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;0;0
DRQ69T9ir4N;Image;yes;0;0;1;1;0;0;1;1;0;0;Hope;Solution;None;Policy;English;0;0;1;0
DXtvQ9SgL98;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DSsoe4NDfql;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DUYeCeoDJs6;Video;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DVcrAuRjsnE;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Education;English;0;0;0;0
DVBpQ6sjE5H;Video;yes;0;1;1;1;0;1;0;1;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DW8Lka0Dbrn;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DV_qawHEpSw;Image;yes;0;1;1;0;0;0;0;0;0;0;Neutral;Problem-Solution;Learn;Policy;English;0;1;1;0
DU3rabWkYrT;Carousel;yes;1;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DQxCVcNj9Cw;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVU4KuJDJ9A;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Learn;Wildlife;English;0;0;0;0
DQvrtOYjDeU;Carousel;yes;0;1;1;1;0;0;0;1;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DRP79xHj7NN;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DVMmZpTjq1t;Carousel;yes;1;0;0;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DWTTNs3iO3h;Carousel;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;None;Policy;English;0;0;0;0
DXOrcNijX05;Carousel;yes;0;0;1;1;0;0;1;0;0;0;Hope;Solution;None;Climate;English;0;1;0;0
DVfdclaCI5r;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Policy;English;0;0;1;0
DWIac_JiEFz;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;1;0
DUaaK2PjUEr;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Community;English;0;0;1;0
DXM5JzSjdGk;Carousel;yes;0;1;1;0;0;0;1;1;0;0;Mixed;Problem-Solution;Learn;Policy;English;0;1;1;0
DWdxehuCDJo;Video;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DUgMnW8jL3b;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Volunteer;Wildlife;English;0;0;0;0
DXd19oFjkuQ;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DUbWtOygfZh;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;Mixed;0;1;1;0
DWdkN4BiJyf;Carousel;yes;0;0;0;0;0;0;1;0;0;0;Hope;Solution;None;Policy;English;0;1;0;0
DXoC0N4mgkj;Image;yes;0;1;1;1;0;1;1;1;0;1;Mixed;Problem-Solution;None;Policy;English;0;0;0;0
DXmA4Gtj_Zh;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWef2hPCOlX;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;None;Policy;English;0;0;1;0
DXeSg6pAHo-;Video;yes;0;0;1;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DUYx5HdiD09;Carousel;yes;1;1;1;0;0;1;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DXZJA_liqWn;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DXbt7IqCLKa;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DUggUj0iE_S;Carousel;yes;1;1;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DXg3UF6CdnC;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;0;0;0
DXolt9eDCcN;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;1;0
DTfYVUaDupz;Image;yes;1;0;1;1;0;1;0;0;0;0;Hope;Solution;Volunteer;Community;English;;;;
DXjcLK4D8YD;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DWd8TPlCGNF;Video;yes;0;0;1;0;0;0;0;0;0;0;Neutral;Problem-Solution;None;Education;English;0;1;0;0
DTSgWRoloBs;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DS9WiNDCKWA;Image;yes;0;0;1;1;0;0;1;0;0;0;Hope;None;None;Climate;English;0;0;1;0
DWTPuYYiBmk;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Policy;English;0;0;0;0
DXtW3C-FV7E;Carousel;yes;0;0;0;1;0;0;1;1;1;0;Hope;None;None;Education;English;0;0;0;0
DTaOutKjo18;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DXrKi2OD1Hm;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DWPV37mjdwz;Image;yes;0;0;0;0;0;0;1;0;0;0;Neutral;Solution;Event;Policy;English;0;0;1;0
DUANbOODsT-;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DTkh7UFjvTh;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Community;English;0;1;0;0
DTitPQkAEdG;Carousel;yes;1;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTsQUhIDj4F;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DUCyOBzjtGW;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DT_B707iWMb;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Education;English;0;1;0;0
DQtsfnrES6W;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Climate;English;0;0;1;0
DTn2xOlD7JJ;Carousel;yes;1;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DWdtfb8Cewk;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;0;0
DUqUliEDNSs;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;Volunteer;Community;English;0;0;0;0
DSXuQFEiGjJ;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Community;English;0;0;1;0
DQlvwlSjZA2;Image;yes;0;0;0;0;0;0;0;0;1;0;Hope;None;Learn;Education;English;0;0;1;0
DSqL_CYjCQI;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;1;0
DRy5ghiDT_W;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Climate;English;0;0;1;0
DWVnGAginZE;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DU-3de8iG-a;Video;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;1;0
DS7VL1aDlsL;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Ecotourism;English;0;1;0;0
DSrc9q6DsW-;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DSW2mrgjs6h;Image;yes;1;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DSjukI4jv4D;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Community;English;0;0;0;0
DVax_qWDIWT;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;1;0
DVYKqgYiKyD;Image;yes;0;1;0;0;0;1;0;0;0;0;Neutral;Problem;None;Policy;English;0;0;1;0
DTNWuvpjhud;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Ecotourism;English;0;0;0;0
DScBd6SjrLJ;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Ecotourism;English;0;0;0;0
DS2LnHADquv;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DS9QwOEjtZU;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Event;Ecotourism;English;0;1;0;0
DXGonOCjTav;Carousel;yes;0;0;1;0;0;0;0;0;1;0;Hope;Solution;None;Community;English;0;0;0;0
DSRtCS7jnGX;Carousel;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;0;0
DTINIX7jsOm;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DVlqdpuofJi;Video;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Anti-poaching;English;0;1;1;0
DVqA9lQCMB3;Carousel;yes;0;0;1;0;0;1;1;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;1;0
DVgNyhriNtn;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Policy;English;0;0;0;0
DVyJyHCoyal;Video;yes;0;1;0;0;0;1;0;0;0;0;Neutral;Problem-Solution;None;Policy;English;0;1;1;0
DSo4NOsDnRq;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Event;Ecotourism;English;0;0;0;0
DW_Y85EldJH;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWCAWs1iCox;Carousel;yes;0;0;1;0;0;0;1;0;1;0;Hope;Solution;None;Community;English;;;;
DXHHXHCCcgT;Video;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DXJsM3zibUp;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWEYm7riHPW;Carousel;yes;0;0;0;0;0;1;0;0;0;0;Neutral;Problem-Solution;None;Policy;English;0;1;1;0
DXB9wXvkQo4;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWD4O7tiJcr;Image;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;Event;Climate;English;0;0;1;0
DXMRBetlLiz;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DXEhT7-jsJy;Video;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;1;0
DVgLWW3CIDY;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;1;0
DWBjc-BiA6-;Image;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;Learn;Policy;English;0;0;1;0
DSKFeTFjnt2;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DXRbK38DM3W;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;1;0
DXO1x-NCC5k;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXQrA_0jvq3;Carousel;yes;0;1;1;1;0;0;0;0;1;0;Hope;Problem-Solution;None;Education;English;0;1;0;0
DTkNTvlF3zS;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;Learn;Research;English;0;0;0;0
DXT_TNoj4Df;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DW85lspilIK;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Community;English;0;0;0;0
DXWkHQnAsRS;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;;;;
DTK_tKrDXs3;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;None;Event;Fundraising;English;0;1;1;0
DURDVRDCI32;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;0;0
DRgx6pxiByy;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DTe830ojmon;Image;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DQ9DYVGjs2Z;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DSKaIfiFhcS;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;1;0
DTH5ocQDAMc;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTigcpbjOyn;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Learn;Policy;English;0;0;1;0
DTSgXWbDah5;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;;;;
DQiqMb_DhnI;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRCM9WrjtFb;Image;yes;0;0;0;0;0;0;1;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DU-u3Jljsfe;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;1;0;0
DRT5_MkDmVi;Image;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Volunteer;Wildlife;English;0;1;0;0
DROwWkzAbdm;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;1;0;0
DRJmW5KESJY;Carousel;yes;1;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DRboXapDRPH;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DWlpEQZkSwj;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DQt0XptgQN5;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Research;English;0;1;0;0
DQ3lMB-CH-Q;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DQtEQWBjmNA;Image;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Learn;Community;English;0;1;0;0
DWRCqLyAs94;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DWk1d0DDHm-;Image;yes;0;1;0;0;0;0;0;1;0;0;Neutral;Problem;None;Wildlife;English;0;0;1;0
DQ4Hgt0jmeW;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DQ6lpEcAAZE;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DRj2I1ODuFl;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;Learn;Research;English;0;1;0;0
DWTncqqigcL;Video;yes;0;1;1;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DQomPRvDhb2;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;0;0;0
DQrRbjNDa8w;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DQyN1z-jWP2;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRMLifyj68e;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DWlb2t7FEje;Image;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DRmG7PPDcg3;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;Learn;Research;English;0;0;1;0
DSZYkGrjC9V;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Donate;Wildlife;English;0;1;0;0
DWiVP96AE8O;Image;yes;0;1;1;0;0;0;0;1;0;1;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DSUkrmxDAR0;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DWd6n6mD1JJ;Video;yes;0;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;;;;
DWYxBt2jWH0;Video;yes;1;1;0;0;0;0;0;0;0;0;Mixed;Problem;None;Wildlife;English;0;1;0;0
DQ_hYO8jUi7;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Solution;None;Research;English;0;1;0;0
DWWMPeZggaK;Video;yes;1;1;0;0;0;0;0;0;0;0;Mixed;Problem;None;Wildlife;English;1;1;1;0
DWbV1NRgceI;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DWjEN2Vk60m;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DSsJpdCDG-G;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;1;0
DScZSW5jCsp;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DWgLGvxDPxZ;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;1;0
DSPnMuDDPRG;Carousel;yes;1;0;1;0;0;0;1;1;0;0;Hope;Solution;Donate;Fundraising;English;0;1;0;0
DSkb8crjN7Y;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DSnAE6BjL8j;Video;yes;0;0;0;0;1;0;0;0;0;0;Hope;None;Volunteer;Community;English;0;1;0;0
DSpk1urDKtR;Video;yes;0;0;1;1;0;1;0;0;0;0;Hope;Solution;Volunteer;Community;English;0;1;0;0
DQoIZkHDhRS;Carousel;yes;1;0;0;0;0;1;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DS4mHSFjKnm;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Ecotourism;English;0;0;0;0
DS7R0D8DCQb;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;1;0;0
DVMf89JiGPo;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Policy;English;0;1;1;0
DVX_zeIiLj_;Carousel;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;None;Policy;English;0;0;1;0
DVYAZe_iKyK;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Event;Policy;English;0;0;1;0
DUHugIJCJJQ;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Neutral;Solution;None;Policy;English;0;1;1;0
DVO6X1fiLN9;Carousel;yes;0;1;0;0;0;1;0;0;0;0;Neutral;Problem-Solution;None;Policy;English;0;0;1;0
DVMfs3aCDL-;Carousel;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;None;Policy;English;0;1;1;0
DVRF9_RCMyN;Carousel;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;None;Policy;English;0;1;0;0
DVO6lljjpkF;Image;yes;0;0;0;0;0;0;1;0;0;0;Neutral;None;None;Policy;English;0;0;1;0
DWtXeL1ipwh;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DUYGVM-iN_6;Image;yes;0;1;0;0;0;1;0;0;0;0;Neutral;Problem;None;Policy;English;0;0;1;0
DW3qjZfjcDh;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;1;0
DWoNzCxChJd;Video;yes;0;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;0;1;0
DW8ZEQcGmuw;Image;yes;0;1;1;1;0;0;1;0;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;0;1;0
DW1FxNZDbnS;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DW6Pc5tFHYE;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWqyl7vlIzO;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;1;0
DRCT53DAXcY;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;0;0
DS1zuecDLC0;Video;yes;0;0;1;0;0;1;0;0;1;0;Hope;Problem-Solution;None;Education;English;0;0;0;0
DRl7hUtgW--;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Learn;Community;English;0;1;0;0
DR9lkQmjMsq;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRmBxuCjPTR;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DRtp4TYlAGG;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;;;;
DSErGl1jPiD;Image;yes;1;0;1;1;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DV8HsvgjHW4;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DSKdhqgDD_b;Carousel;yes;0;0;1;0;0;1;0;0;1;0;Hope;Solution;None;Education;English;0;0;0;0
DVsocbBDE-3;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DSE1KUcjrcu;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DV3SrNtD80c;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;;;;
DR4b_cPjF6A;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;Donate;Fundraising;English;0;1;1;0
DV53hf2Eop2;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DRR08Jyiog6;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DSAKbvCjEN5;Image;yes;0;0;1;0;0;0;1;1;0;0;Hope;Problem-Solution;None;HWC;English;;;;
DR39HtJgmv4;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DWEKr45jLWk;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DRzSbhZDEfq;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Learn;HWC;English;0;1;1;0
DWL5GC_FZ3M;Video;yes;1;1;0;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DW80StjCdhc;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;1;0
DV_BFLlAtic;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DSE4c6ujAu3;Carousel;yes;1;0;1;1;0;0;0;0;1;0;Hope;Solution;Event;Community;English;0;0;0;0
DWGc_DrGmla;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;Solution;None;Education;English;0;0;0;0
DR1YTLCDIz2;Carousel;yes;0;0;1;0;0;1;0;0;0;0;Hope;Problem-Solution;Learn;Wildlife;English;;;;
DWGve9tjlkE;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DSkSa6hET9N;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;0;0
DRhQzupjAyP;Image;yes;1;0;0;0;0;0;0;0;0;1;Hope;None;Volunteer;Wildlife;English;0;1;0;0
